,Unnamed: 0,index,id,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,movies,concerts,music,shopping,yoga,Nombre de matchs
510,510,6400,511.0,male,29.0,european/caucasian-american,2.0,10.0,business,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0
511,511,6401,512.0,male,29.0,european/caucasian-american,2.0,10.0,business,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0
512,512,6402,513.0,male,29.0,european/caucasian-american,2.0,10.0,business,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0
513,513,6403,514.0,male,29.0,european/caucasian-american,2.0,10.0,business,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0
514,514,6404,515.0,male,29.0,european/caucasian-american,2.0,10.0,business,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0
515,515,6405,516.0,male,29.0,european/caucasian-american,2.0,10.0,business,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0
516,516,6406,517.0,male,29.0,european/caucasian-american,2.0,10.0,business,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0
517,517,6407,518.0,male,29.0,european/caucasian-american,2.0,10.0,business,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,1.0
518,518,6408,519.0,male,29.0,european/caucasian-american,2.0,10.0,business,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0
519,519,6409,520.0,male,29.0,european/caucasian-american,2.0,10.0,business,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,10.0,5.0,9.0,5.0,0.0,0.0,5.0,5.0,0.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0
520,520,6410,521.0,male,31.0,european/caucasian-american,3.0,1.0,mba,10.0,20.0,40.0,10.0,10.0,10.0,7.0,8.0,4.0,10.0,8.0,1.0,1.0,6.0,6.0,7.0,5.0,1.0,1.0,3.0,10.0,1.0,6.0,3.0,7.0,1.0,1.0,1.0
521,521,6428,522.0,female,25.0,latino/hispanic american,3.0,3.0,psychology,15.0,20.0,30.0,20.0,5.0,10.0,,,,,,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,7.0,5.0,10.0,4.0,3.0,1.0
522,522,6429,523.0,female,25.0,latino/hispanic american,3.0,3.0,psychology,15.0,20.0,30.0,20.0,5.0,10.0,,,,,,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,7.0,5.0,10.0,4.0,3.0,1.0
523,523,6430,524.0,female,25.0,latino/hispanic american,3.0,3.0,psychology,15.0,20.0,30.0,20.0,5.0,10.0,,,,,,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,7.0,5.0,10.0,4.0,3.0,1.0
524,524,6431,525.0,female,25.0,latino/hispanic american,3.0,3.0,psychology,15.0,20.0,30.0,20.0,5.0,10.0,,,,,,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,7.0,5.0,10.0,4.0,3.0,1.0
525,525,6432,526.0,female,25.0,latino/hispanic american,3.0,3.0,psychology,15.0,20.0,30.0,20.0,5.0,10.0,,,,,,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,7.0,5.0,10.0,4.0,3.0,0.0
526,526,6433,527.0,female,25.0,latino/hispanic american,3.0,3.0,psychology,15.0,20.0,30.0,20.0,5.0,10.0,,,,,,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,7.0,5.0,10.0,4.0,3.0,1.0
527,527,6434,528.0,female,25.0,latino/hispanic american,3.0,3.0,psychology,15.0,20.0,30.0,20.0,5.0,10.0,,,,,,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,7.0,5.0,10.0,4.0,3.0,0.0
528,528,6435,529.0,female,25.0,latino/hispanic american,3.0,3.0,psychology,15.0,20.0,30.0,20.0,5.0,10.0,,,,,,4.0,1.0,8.0,8.0,7.0,6.0,6.0,1.0,8.0,7.0,8.0,7.0,5.0,10.0,4.0,3.0,1.0
529,529,6436,530.0,female,29.0,european/caucasian-american,1.0,1.0,psychology,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,4.0,8.0,8.0,6.0,1.0,4.0,5.0,8.0,8.0,8.0,3.0,5.0,7.0,2.0,7.0,7.0,6.0,3.0,8.0,1.0
530,530,6444,531.0,female,25.0,asian/pacific islander/asian-american,7.0,3.0,law,15.0,25.0,20.0,15.0,10.0,15.0,7.0,9.0,7.0,8.0,5.0,2.0,2.0,5.0,9.0,7.0,8.0,6.0,5.0,6.0,10.0,8.0,10.0,7.0,9.0,7.0,7.0,1.0
531,531,6452,532.0,female,28.0,european/caucasian-american,0.0,1.0,social work,5.0,30.0,20.0,10.0,5.0,30.0,9.0,8.0,5.0,9.0,3.0,6.0,2.0,5.0,8.0,5.0,6.0,5.0,2.0,9.0,9.0,8.0,9.0,6.0,6.0,4.0,7.0,0.0
532,532,6460,533.0,female,22.0,european/caucasian-american,1.0,1.0,social work,10.0,10.0,40.0,10.0,15.0,15.0,8.0,9.0,7.0,10.0,7.0,8.0,4.0,5.0,10.0,8.0,8.0,7.0,4.0,3.0,9.0,7.0,7.0,4.0,5.0,6.0,4.0,1.0
533,533,6468,534.0,female,25.0,asian/pacific islander/asian-american,5.0,5.0,social work,20.0,10.0,30.0,20.0,10.0,10.0,7.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,8.0,5.0,5.0,1.0,5.0,5.0,5.0,8.0,10.0,5.0,10.0,10.0,5.0,2.0
534,534,6476,535.0,male,26.0,european/caucasian-american,6.0,7.0,fundraising management,30.0,25.0,20.0,10.0,10.0,5.0,8.0,10.0,8.0,8.0,8.0,7.0,2.0,8.0,9.0,9.0,9.0,10.0,2.0,4.0,7.0,5.0,8.0,6.0,6.0,7.0,9.0,2.0
535,535,6482,536.0,male,30.0,european/caucasian-american,1.0,1.0,business,30.0,20.0,30.0,10.0,5.0,5.0,7.0,9.0,8.0,9.0,9.0,9.0,2.0,9.0,8.0,7.0,7.0,7.0,6.0,5.0,9.0,5.0,8.0,7.0,5.0,5.0,4.0,4.0
536,536,6488,537.0,male,24.0,asian/pacific islander/asian-american,4.0,4.0,biomedical engineering,17.0,16.0,17.0,17.0,17.0,16.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,8.0,5.0,7.0,8.0,5.0,2.0
537,537,6494,538.0,male,28.0,european/caucasian-american,3.0,7.0,business [finance & marketing],16.0,25.0,20.0,12.0,12.0,15.0,6.0,9.0,6.0,9.0,9.0,7.0,8.0,8.0,8.0,7.0,6.0,5.0,2.0,7.0,5.0,5.0,7.0,5.0,7.0,2.0,2.0,2.0
538,538,6500,539.0,male,24.0,european/caucasian-american,4.0,7.0,mba,25.0,7.0,35.0,20.0,8.0,5.0,8.0,8.0,8.0,10.0,9.0,7.0,2.0,7.0,8.0,6.0,4.0,3.0,2.0,6.0,5.0,3.0,6.0,6.0,6.0,4.0,2.0,0.0
539,539,6506,540.0,male,28.0,european/caucasian-american,1.0,1.0,international affairs,20.0,20.0,20.0,20.0,20.0,20.0,7.0,10.0,8.0,7.0,9.0,10.0,1.0,10.0,8.0,7.0,7.0,9.0,1.0,3.0,8.0,1.0,5.0,7.0,10.0,1.0,10.0,1.0
540,540,6512,541.0,male,27.0,asian/pacific islander/asian-american,8.0,8.0,mba,60.0,10.0,10.0,10.0,10.0,0.0,8.0,8.0,7.0,9.0,9.0,6.0,5.0,5.0,9.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,7.0,5.0,7.0,7.0,3.0,0.0
541,541,6518,542.0,male,27.0,european/caucasian-american,1.0,1.0,business,55.0,10.0,15.0,15.0,5.0,0.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0,6.0,2.0
542,542,6524,543.0,female,22.0,asian/pacific islander/asian-american,3.0,10.0,elementary education - preservice,10.0,25.0,15.0,20.0,15.0,15.0,5.0,8.0,8.0,5.0,8.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,8.0,8.0,5.0,4.0,1.0
543,543,6538,544.0,female,27.0,asian/pacific islander/asian-american,5.0,8.0,education leadership - public school administration,15.0,15.0,25.0,15.0,15.0,15.0,7.0,10.0,7.0,9.0,10.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,5.0,8.0,10.0,10.0,3.0,0.0
544,544,6552,545.0,female,28.0,european/caucasian-american,1.0,1.0,social work,15.0,30.0,30.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,10.0,10.0,10.0,7.0,1.0,6.0,6.0,4.0,8.0,8.0,7.0,5.0,5.0,2.0
545,545,6566,546.0,female,30.0,other,3.0,3.0,mfa writing,20.0,20.0,20.0,20.0,10.0,10.0,8.0,6.0,7.0,8.0,5.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,1.0,6.0,7.0,5.0,8.0,5.0,5.0,5.0,3.0,6.0
546,546,6580,547.0,female,27.0,european/caucasian-american,2.0,2.0,international affairs,30.0,15.0,15.0,30.0,0.0,10.0,7.0,7.0,8.0,6.0,4.0,4.0,2.0,9.0,6.0,3.0,3.0,3.0,2.0,7.0,2.0,6.0,2.0,4.0,7.0,8.0,4.0,2.0
547,547,6594,548.0,female,22.0,black/african american,1.0,1.0,law,25.0,5.0,20.0,25.0,15.0,10.0,7.0,9.0,9.0,9.0,9.0,5.0,5.0,6.0,9.0,8.0,8.0,3.0,2.0,9.0,9.0,1.0,7.0,9.0,9.0,10.0,10.0,1.0
548,548,6608,549.0,female,23.0,european/caucasian-american,9.0,1.0,law,28.0,8.0,17.0,22.0,17.0,8.0,9.0,8.0,10.0,7.0,6.0,8.0,5.0,9.0,10.0,8.0,7.0,8.0,5.0,1.0,9.0,10.0,10.0,6.0,10.0,10.0,4.0,3.0
549,549,6622,550.0,female,23.0,european/caucasian-american,2.0,6.0,social work,15.0,15.0,18.0,18.0,14.0,20.0,7.0,9.0,9.0,9.0,8.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,10.0,10.0,10.0,5.0,6.0,2.0
550,550,6636,551.0,female,23.0,european/caucasian-american,1.0,5.0,social work,14.0,15.0,16.0,17.0,18.0,20.0,7.0,8.0,7.0,7.0,7.0,3.0,1.0,8.0,9.0,5.0,5.0,8.0,4.0,7.0,6.0,5.0,9.0,10.0,9.0,8.0,3.0,3.0
551,551,6650,552.0,female,29.0,european/caucasian-american,1.0,5.0,bilingual education,20.0,10.0,50.0,5.0,10.0,5.0,8.0,8.0,7.0,7.0,7.0,8.0,4.0,8.0,9.0,8.0,9.0,6.0,1.0,7.0,9.0,6.0,9.0,9.0,9.0,6.0,6.0,2.0
552,552,6664,553.0,male,21.0,european/caucasian-american,8.0,2.0,law,35.0,5.0,30.0,20.0,5.0,5.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,3.0,1.0,3.0,5.0,10.0,8.0,10.0,8.0,5.0,3.0
553,553,6674,554.0,male,24.0,european/caucasian-american,4.0,2.0,law,35.0,10.0,25.0,20.0,5.0,5.0,8.0,7.0,8.0,9.0,8.0,6.0,1.0,6.0,7.0,7.0,8.0,7.0,14.0,9.0,9.0,8.0,10.0,10.0,10.0,7.0,2.0,0.0
554,554,6684,555.0,male,25.0,european/caucasian-american,1.0,1.0,law,40.0,10.0,0.0,45.0,0.0,5.0,7.0,9.0,8.0,8.0,9.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,5.0,3.0,5.0,2.0,1.0,2.0
555,555,6694,556.0,male,27.0,latino/hispanic american,1.0,3.0,international affairs - economic policy,30.0,25.0,10.0,20.0,0.0,15.0,7.0,10.0,9.0,7.0,7.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,7.0,8.0,8.0,4.0,5.0,4.0
556,556,6704,557.0,male,26.0,european/caucasian-american,5.0,1.0,mba,50.0,10.0,10.0,30.0,0.0,0.0,8.0,7.0,9.0,8.0,7.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,10.0,3.0,5.0,5.0,6.0,0.0
557,557,6714,558.0,male,30.0,european/caucasian-american,1.0,1.0,sipa - energy,40.0,12.0,18.0,12.0,6.0,12.0,9.0,8.0,7.0,10.0,7.0,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,10.0,8.0,9.0,5.0,1.0,0.0
558,558,6724,559.0,male,28.0,latino/hispanic american,2.0,2.0,mba,30.0,20.0,25.0,15.0,10.0,0.0,6.0,8.0,9.0,7.0,5.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,5.0,8.0,3.0,3.0,2.0
559,559,6734,560.0,male,26.0,asian/pacific islander/asian-american,1.0,1.0,public policy,15.0,30.0,25.0,20.0,0.0,10.0,6.0,10.0,6.0,7.0,4.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,8.0,4.0,9.0,2.0,4.0,4.0
560,560,6744,561.0,male,22.0,european/caucasian-american,1.0,1.0,law/business,25.0,15.0,25.0,25.0,5.0,5.0,8.0,9.0,8.0,9.0,10.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,7.0,6.0,10.0,6.0,5.0,1.0
561,561,6754,562.0,male,23.0,other,7.0,1.0,law,55.0,2.0,1.0,40.0,1.0,1.0,7.0,10.0,10.0,10.0,8.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,9.0,2.0,6.0,4.0,1.0,5.0
562,562,6764,563.0,male,25.0,european/caucasian-american,3.0,7.0,international affairs,50.0,5.0,5.0,5.0,5.0,30.0,9.0,6.0,7.0,10.0,10.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,10.0,9.0,10.0,5.0,10.0,2.0
563,563,6774,564.0,male,30.0,asian/pacific islander/asian-american,3.0,1.0,mba,20.0,40.0,5.0,20.0,5.0,10.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,2.0
564,564,6784,565.0,male,29.0,asian/pacific islander/asian-american,7.0,1.0,mba,35.0,30.0,25.0,5.0,0.0,5.0,7.0,8.0,7.0,10.0,8.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,9.0,8.0,10.0,5.0,3.0,0.0
565,565,6794,566.0,male,27.0,asian/pacific islander/asian-american,4.0,3.0,law,30.0,30.0,30.0,5.0,0.0,5.0,5.0,6.0,7.0,8.0,5.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,7.0,6.0,5.0,4.0,1.0,1.0
566,566,6804,567.0,female,27.0,european/caucasian-american,3.0,3.0,mfa  poetry,10.0,20.0,20.0,20.0,10.0,20.0,8.0,9.0,9.0,9.0,7.0,5.0,8.0,5.0,9.0,9.0,9.0,7.0,1.0,4.0,9.0,4.0,9.0,8.0,8.0,4.0,9.0,1.0
567,567,6810,568.0,female,24.0,asian/pacific islander/asian-american,5.0,5.0,biomedical engineering,10.0,25.0,20.0,16.0,20.0,9.0,7.0,9.0,9.0,8.0,8.0,3.0,5.0,3.0,10.0,10.0,7.0,7.0,1.0,8.0,10.0,4.0,9.0,8.0,9.0,9.0,7.0,0.0
568,568,6816,569.0,female,29.0,asian/pacific islander/asian-american,3.0,2.0,business,25.0,20.0,15.0,10.0,15.0,15.0,8.0,8.0,6.0,7.0,7.0,1.0,1.0,8.0,8.0,7.0,7.0,6.0,2.0,8.0,8.0,4.0,7.0,6.0,6.0,8.0,8.0,0.0
569,569,6822,570.0,female,55.0,asian/pacific islander/asian-american,1.0,1.0,soa -- writing,25.0,0.0,25.0,25.0,0.0,25.0,7.0,6.0,7.0,8.0,3.0,1.0,2.0,1.0,8.0,9.0,9.0,10.0,1.0,1.0,10.0,4.0,3.0,10.0,8.0,1.0,1.0,1.0
570,570,6828,571.0,female,29.0,asian/pacific islander/asian-american,9.0,8.0,business,50.0,5.0,25.0,20.0,0.0,0.0,10.0,10.0,9.0,10.0,10.0,9.0,1.0,6.0,10.0,8.0,6.0,9.0,3.0,6.0,9.0,7.0,8.0,4.0,1.0,10.0,9.0,0.0
571,571,6834,572.0,female,26.0,asian/pacific islander/asian-american,6.0,1.0,finance,30.0,10.0,10.0,30.0,10.0,10.0,5.0,5.0,5.0,5.0,8.0,1.0,3.0,1.0,9.0,8.0,9.0,1.0,1.0,6.0,4.0,6.0,8.0,8.0,8.0,8.0,1.0,2.0
572,572,6840,573.0,male,33.0,european/caucasian-american,2.0,1.0,history,20.0,10.0,20.0,15.0,15.0,20.0,8.0,8.0,7.0,9.0,7.0,9.0,7.0,10.0,10.0,10.0,10.0,8.0,1.0,7.0,9.0,10.0,9.0,10.0,10.0,1.0,5.0,0.0
573,573,6846,574.0,male,27.0,other,2.0,2.0,biomedical informatics,40.0,20.0,20.0,10.0,10.0,0.0,6.0,8.0,9.0,8.0,7.0,9.0,8.0,9.0,9.0,7.0,7.0,9.0,8.0,6.0,2.0,2.0,6.0,6.0,6.0,4.0,4.0,1.0
574,574,6852,575.0,male,33.0,asian/pacific islander/asian-american,1.0,5.0,electrical engineering,30.0,30.0,10.0,10.0,0.0,20.0,4.0,9.0,6.0,8.0,2.0,8.0,7.0,5.0,2.0,6.0,6.0,1.0,2.0,7.0,3.0,8.0,7.0,6.0,9.0,2.0,2.0,0.0
575,575,6858,576.0,male,23.0,asian/pacific islander/asian-american,3.0,2.0,physics,15.0,15.0,15.0,15.0,15.0,25.0,6.0,7.0,7.0,8.0,7.0,5.0,4.0,7.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,7.0,3.0,1.0,1.0
576,576,6864,577.0,male,33.0,asian/pacific islander/asian-american,1.0,1.0,mba,15.0,15.0,15.0,20.0,15.0,20.0,5.0,8.0,8.0,9.0,10.0,10.0,9.0,6.0,7.0,3.0,3.0,5.0,5.0,9.0,3.0,4.0,7.0,7.0,7.0,2.0,1.0,0.0
577,577,6870,578.0,male,23.0,european/caucasian-american,1.0,3.0,art history,20.0,20.0,20.0,20.0,20.0,0.0,7.0,10.0,8.0,7.0,5.0,4.0,8.0,1.0,3.0,8.0,8.0,4.0,1.0,4.0,9.0,2.0,3.0,10.0,10.0,1.0,1.0,1.0
578,578,6876,579.0,female,24.0,european/caucasian-american,1.0,1.0,working,10.0,20.0,20.0,15.0,20.0,15.0,7.0,9.0,7.0,8.0,8.0,4.0,2.0,9.0,8.0,5.0,6.0,4.0,3.0,2.0,8.0,5.0,7.0,6.0,8.0,4.0,2.0,0.0
579,579,6891,580.0,female,24.0,european/caucasian-american,7.0,4.0,consulting,20.0,20.0,20.0,20.0,20.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,0.0
580,580,6906,581.0,female,25.0,other,5.0,2.0,human rights: middle east,15.0,25.0,15.0,15.0,15.0,15.0,8.0,9.0,6.0,8.0,8.0,8.0,3.0,7.0,7.0,7.0,8.0,8.0,2.0,6.0,8.0,7.0,9.0,9.0,9.0,7.0,6.0,7.0
581,581,6921,582.0,female,25.0,asian/pacific islander/asian-american,1.0,1.0,human rights,20.0,10.0,20.0,20.0,10.0,20.0,8.0,8.0,8.0,6.0,6.0,10.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,7.0,9.0,7.0,7.0,8.0,6.0,9.0,3.0
582,582,6936,583.0,female,29.0,asian/pacific islander/asian-american,1.0,1.0,medicine,10.0,20.0,25.0,25.0,10.0,10.0,4.0,9.0,5.0,8.0,6.0,1.0,1.0,1.0,10.0,10.0,10.0,2.0,1.0,3.0,10.0,5.0,10.0,6.0,6.0,10.0,1.0,5.0
583,583,6951,584.0,female,30.0,asian/pacific islander/asian-american,8.0,8.0,medicine,15.0,15.0,25.0,10.0,15.0,20.0,7.0,8.0,8.0,9.0,9.0,3.0,4.0,6.0,10.0,7.0,7.0,5.0,2.0,9.0,7.0,8.0,8.0,6.0,6.0,10.0,4.0,5.0
584,584,6966,585.0,female,25.0,latino/hispanic american,1.0,3.0,urban planning,10.0,25.0,25.0,20.0,10.0,10.0,8.0,10.0,10.0,8.0,9.0,10.0,6.0,7.0,9.0,9.0,8.0,9.0,1.0,7.0,8.0,1.0,10.0,10.0,10.0,5.0,9.0,1.0
585,585,6981,586.0,female,34.0,asian/pacific islander/asian-american,1.0,1.0,biotechnology,15.0,20.0,20.0,15.0,15.0,15.0,7.0,9.0,8.0,10.0,7.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,9.0,9.0,7.0,7.0,2.0
586,586,6996,587.0,female,30.0,black/african american,1.0,1.0,biotechnology,15.0,20.0,10.0,30.0,5.0,20.0,9.0,9.0,10.0,8.0,7.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,3.0,7.0,10.0,6.0,9.0,1.0
587,587,7011,588.0,female,27.0,latino/hispanic american,1.0,2.0,sipa-international affairs,10.0,15.0,30.0,10.0,15.0,20.0,5.0,8.0,5.0,7.0,7.0,1.0,1.0,6.0,10.0,6.0,5.0,2.0,0.0,5.0,4.0,4.0,8.0,3.0,5.0,6.0,9.0,4.0
588,588,7026,589.0,female,25.0,european/caucasian-american,1.0,3.0,sipa-international affairs,20.0,20.0,20.0,15.0,15.0,10.0,7.0,9.0,5.0,7.0,6.0,4.0,1.0,7.0,9.0,5.0,5.0,4.0,1.0,7.0,3.0,3.0,3.0,3.0,7.0,6.0,3.0,2.0
589,589,7041,590.0,female,27.0,latino/hispanic american,5.0,7.0,electrical engineering,16.0,19.0,16.0,17.0,15.0,17.0,6.0,8.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,6.0,8.0,8.0,4.0,7.0,7.0,4.0,8.0,7.0,7.0,6.0,4.0,2.0
590,590,7056,591.0,female,26.0,european/caucasian-american,4.0,4.0,international affairs,20.0,20.0,10.0,20.0,10.0,20.0,7.0,8.0,9.0,8.0,7.0,9.0,7.0,9.0,7.0,7.0,9.0,9.0,3.0,3.0,8.0,4.0,9.0,8.0,9.0,4.0,6.0,0.0
591,591,7071,592.0,female,27.0,european/caucasian-american,3.0,3.0,international affairs,15.0,15.0,20.0,20.0,15.0,15.0,8.0,8.0,8.0,8.0,8.0,10.0,7.0,10.0,9.0,8.0,7.0,9.0,1.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,2.0
592,592,7086,593.0,female,26.0,european/caucasian-american,4.0,6.0,urban planning,16.0,18.0,18.0,20.0,12.0,16.0,8.0,9.0,10.0,8.0,7.0,7.0,1.0,8.0,9.0,9.0,9.0,3.0,1.0,6.0,10.0,3.0,4.0,4.0,4.0,5.0,7.0,0.0
593,593,7101,594.0,male,23.0,european/caucasian-american,8.0,1.0,teaching of english,25.0,20.0,15.0,20.0,5.0,15.0,8.0,7.0,8.0,9.0,5.0,3.0,3.0,7.0,9.0,8.0,7.0,1.0,2.0,5.0,8.0,2.0,10.0,10.0,10.0,6.0,1.0,3.0
594,594,7116,595.0,male,30.0,european/caucasian-american,2.0,6.0,mba,20.0,10.0,22.0,20.0,15.0,13.0,7.0,10.0,9.0,8.0,8.0,9.0,7.0,5.0,9.0,6.0,5.0,8.0,2.0,5.0,9.0,6.0,7.0,2.0,4.0,4.0,3.0,1.0
595,595,7131,596.0,male,28.0,european/caucasian-american,1.0,1.0,sociology,40.0,20.0,20.0,20.0,0.0,0.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,5.0,4.0
596,596,7146,597.0,male,31.0,asian/pacific islander/asian-american,1.0,1.0,gsas,16.0,16.0,20.0,16.0,16.0,16.0,4.0,8.0,2.0,9.0,9.0,7.0,3.0,5.0,9.0,9.0,9.0,9.0,3.0,7.0,9.0,1.0,9.0,9.0,9.0,2.0,7.0,0.0
597,597,7161,598.0,male,29.0,black/african american,4.0,3.0,african-american studies/history,20.0,15.0,20.0,15.0,15.0,15.0,8.0,8.0,7.0,8.0,7.0,6.0,10.0,9.0,7.0,7.0,7.0,4.0,6.0,6.0,9.0,8.0,8.0,7.0,8.0,7.0,4.0,2.0
598,598,7176,599.0,male,32.0,latino/hispanic american,1.0,1.0,neurosciences/stem cells,20.0,20.0,20.0,15.0,10.0,15.0,7.0,10.0,8.0,9.0,9.0,7.0,1.0,3.0,10.0,8.0,6.0,4.0,1.0,9.0,8.0,1.0,10.0,5.0,8.0,2.0,2.0,2.0
599,599,7191,600.0,male,24.0,asian/pacific islander/asian-american,1.0,1.0,classics,25.0,26.0,15.0,10.0,9.0,15.0,7.0,9.0,6.0,8.0,5.0,4.0,4.0,2.0,8.0,5.0,3.0,2.0,5.0,2.0,7.0,8.0,9.0,6.0,10.0,6.0,2.0,1.0
600,600,7206,601.0,male,29.0,asian/pacific islander/asian-american,1.0,1.0,business,15.0,20.0,20.0,20.0,5.0,20.0,5.0,10.0,7.0,10.0,8.0,3.0,3.0,3.0,9.0,5.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,0.0
601,601,7221,602.0,male,28.0,european/caucasian-american,6.0,5.0,business,20.0,10.0,20.0,20.0,20.0,0.0,6.0,8.0,8.0,9.0,10.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,7.0,6.0,5.0,2.0
602,602,7236,603.0,male,29.0,european/caucasian-american,6.0,1.0,film,30.0,15.0,20.0,10.0,10.0,15.0,3.0,7.0,6.0,8.0,6.0,3.0,1.0,2.0,7.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,10.0,9.0,8.0,7.0,4.0,8.0
