,level_0,index,id,gender,age,race,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,movies,concerts,music,shopping,yoga
468,593,7101,594.0,male,23.0,european/caucasian-american,8.0,1.0,teaching of english,25.0,20.0,15.0,20.0,5.0,15.0,8.0,7.0,8.0,9.0,5.0,3.0,3.0,7.0,9.0,8.0,7.0,1.0,2.0,5.0,8.0,2.0,10.0,10.0,10.0,6.0,1.0
469,594,7116,595.0,male,30.0,european/caucasian-american,2.0,6.0,mba,20.0,10.0,22.0,20.0,15.0,13.0,7.0,10.0,9.0,8.0,8.0,9.0,7.0,5.0,9.0,6.0,5.0,8.0,2.0,5.0,9.0,6.0,7.0,2.0,4.0,4.0,3.0
470,595,7131,596.0,male,28.0,european/caucasian-american,1.0,1.0,sociology,40.0,20.0,20.0,20.0,0.0,0.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,1.0,1.0,10.0,5.0,10.0,10.0,10.0,10.0,5.0
471,596,7146,597.0,male,31.0,asian/pacific islander/asian-american,1.0,1.0,gsas,16.0,16.0,20.0,16.0,16.0,16.0,4.0,8.0,2.0,9.0,9.0,7.0,3.0,5.0,9.0,9.0,9.0,9.0,3.0,7.0,9.0,1.0,9.0,9.0,9.0,2.0,7.0
472,597,7161,598.0,male,29.0,black/african american,4.0,3.0,african-american studies/history,20.0,15.0,20.0,15.0,15.0,15.0,8.0,8.0,7.0,8.0,7.0,6.0,10.0,9.0,7.0,7.0,7.0,4.0,6.0,6.0,9.0,8.0,8.0,7.0,8.0,7.0,4.0
473,598,7176,599.0,male,32.0,latino/hispanic american,1.0,1.0,neurosciences/stem cells,20.0,20.0,20.0,15.0,10.0,15.0,7.0,10.0,8.0,9.0,9.0,7.0,1.0,3.0,10.0,8.0,6.0,4.0,1.0,9.0,8.0,1.0,10.0,5.0,8.0,2.0,2.0
474,599,7191,600.0,male,24.0,asian/pacific islander/asian-american,1.0,1.0,classics,25.0,26.0,15.0,10.0,9.0,15.0,7.0,9.0,6.0,8.0,5.0,4.0,4.0,2.0,8.0,5.0,3.0,2.0,5.0,2.0,7.0,8.0,9.0,6.0,10.0,6.0,2.0
475,600,7206,601.0,male,29.0,asian/pacific islander/asian-american,1.0,1.0,business,15.0,20.0,20.0,20.0,5.0,20.0,5.0,10.0,7.0,10.0,8.0,3.0,3.0,3.0,9.0,5.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0
476,601,7221,602.0,male,28.0,european/caucasian-american,6.0,5.0,business,20.0,10.0,20.0,20.0,20.0,0.0,6.0,8.0,8.0,9.0,10.0,7.0,7.0,7.0,9.0,9.0,9.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,7.0,6.0,5.0
477,602,7236,603.0,male,29.0,european/caucasian-american,6.0,1.0,film,30.0,15.0,20.0,10.0,10.0,15.0,3.0,7.0,6.0,8.0,6.0,3.0,1.0,2.0,7.0,7.0,7.0,6.0,2.0,5.0,9.0,9.0,10.0,9.0,8.0,7.0,4.0
478,603,7251,604.0,male,29.0,latino/hispanic american,3.0,3.0,mba,30.0,10.0,25.0,20.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,2.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0,8.0,2.0,8.0,8.0,9.0,9.0,6.0
479,604,7266,605.0,male,30.0,other,1.0,1.0,physics,30.0,0.0,30.0,30.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,4.0,10.0,7.0,5.0,2.0,5.0,10.0,10.0
480,605,7281,606.0,male,20.0,asian/pacific islander/asian-american,1.0,1.0,public administration,30.0,10.0,10.0,30.0,10.0,10.0,7.0,7.0,8.0,8.0,8.0,10.0,10.0,7.0,7.0,4.0,4.0,3.0,3.0,6.0,7.0,10.0,8.0,7.0,7.0,10.0,6.0
481,606,7296,607.0,male,30.0,european/caucasian-american,2.0,8.0,journalism,25.0,25.0,25.0,25.0,0.0,0.0,9.0,10.0,10.0,10.0,7.0,8.0,10.0,4.0,10.0,10.0,10.0,1.0,1.0,4.0,8.0,6.0,10.0,7.0,8.0,9.0,10.0
482,607,7311,608.0,male,32.0,other,5.0,6.0,theater,20.0,20.0,20.0,15.0,15.0,10.0,7.0,7.0,7.0,8.0,9.0,7.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0
483,608,7326,609.0,female,23.0,asian/pacific islander/asian-american,1.0,1.0,engineering,20.0,30.0,20.0,20.0,10.0,0.0,5.0,8.0,6.0,9.0,8.0,8.0,1.0,8.0,7.0,7.0,7.0,8.0,1.0,1.0,7.0,3.0,3.0,5.0,5.0,5.0,5.0
484,609,7333,610.0,female,24.0,european/caucasian-american,5.0,5.0,biology phd,10.0,20.0,20.0,20.0,20.0,10.0,8.0,10.0,10.0,9.0,8.0,7.0,5.0,1.0,8.0,7.0,6.0,7.0,3.0,1.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0
485,610,7340,611.0,female,25.0,european/caucasian-american,9.0,9.0,biochemistry/genetics,18.0,18.0,18.0,18.0,18.0,10.0,8.0,9.0,10.0,9.0,10.0,3.0,1.0,5.0,7.0,3.0,3.0,6.0,6.0,9.0,8.0,9.0,8.0,8.0,8.0,3.0,1.0
486,611,7347,612.0,female,26.0,european/caucasian-american,1.0,9.0,biology,19.0,19.0,19.0,19.0,5.0,19.0,9.0,10.0,9.0,10.0,4.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,1.0,8.0,9.0,6.0,10.0,10.0,10.0,5.0,1.0
487,612,7354,613.0,female,25.0,black/african american,7.0,9.0,epidemiology,10.0,15.0,35.0,15.0,10.0,15.0,8.0,9.0,9.0,9.0,9.0,4.0,2.0,6.0,7.0,7.0,7.0,2.0,2.0,7.0,8.0,5.0,8.0,8.0,8.0,6.0,5.0
488,613,7361,614.0,female,26.0,european/caucasian-american,7.0,4.0,epidemiology,30.0,10.0,20.0,10.0,10.0,20.0,8.0,9.0,8.0,9.0,9.0,5.0,4.0,8.0,8.0,9.0,9.0,6.0,1.0,3.0,9.0,7.0,9.0,9.0,10.0,7.0,6.0
489,614,7368,615.0,male,26.0,asian/pacific islander/asian-american,1.0,1.0,electrical engineering,40.0,20.0,20.0,20.0,0.0,0.0,7.0,7.0,9.0,9.0,9.0,8.0,8.0,9.0,6.0,5.0,5.0,10.0,9.0,8.0,7.0,8.0,9.0,5.0,8.0,3.0,4.0
490,615,7374,616.0,male,25.0,european/caucasian-american,1.0,5.0,biology,30.0,30.0,40.0,0.0,0.0,0.0,7.0,9.0,4.0,10.0,5.0,2.0,4.0,4.0,8.0,8.0,8.0,7.0,5.0,2.0,6.0,5.0,8.0,9.0,9.0,7.0,7.0
491,616,7380,617.0,male,23.0,european/caucasian-american,1.0,1.0,computer science,30.0,0.0,30.0,15.0,15.0,10.0,7.0,5.0,6.0,8.0,8.0,1.0,1.0,2.0,4.0,4.0,4.0,8.0,1.0,3.0,6.0,1.0,6.0,7.0,7.0,3.0,1.0
492,617,7386,618.0,male,27.0,asian/pacific islander/asian-american,1.0,1.0,mfa creative writing,20.0,14.0,18.0,16.0,16.0,16.0,9.0,10.0,8.0,10.0,10.0,10.0,6.0,10.0,5.0,10.0,10.0,9.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
493,618,7392,619.0,male,24.0,asian/pacific islander/asian-american,5.0,5.0,stats,15.0,15.0,20.0,15.0,15.0,20.0,5.0,8.0,7.0,9.0,10.0,6.0,4.0,6.0,7.0,7.0,7.0,8.0,2.0,4.0,9.0,2.0,5.0,5.0,5.0,2.0,1.0
494,619,7398,620.0,male,24.0,asian/pacific islander/asian-american,1.0,1.0,statistics,20.0,20.0,20.0,20.0,20.0,0.0,7.0,8.0,7.0,8.0,7.0,10.0,9.0,10.0,9.0,9.0,8.0,7.0,4.0,5.0,8.0,5.0,6.0,6.0,8.0,3.0,2.0
495,620,7404,621.0,male,36.0,asian/pacific islander/asian-american,1.0,5.0,math of finance,18.0,10.0,18.0,18.0,18.0,18.0,7.0,8.0,8.0,9.0,8.0,10.0,4.0,7.0,6.0,4.0,4.0,4.0,9.0,7.0,10.0,3.0,4.0,7.0,10.0,4.0,8.0
496,621,7410,622.0,female,28.0,asian/pacific islander/asian-american,2.0,2.0,journalism,10.0,20.0,30.0,10.0,10.0,20.0,5.0,6.0,4.0,8.0,9.0,6.0,3.0,6.0,7.0,7.0,7.0,3.0,3.0,4.0,6.0,4.0,8.0,5.0,7.0,7.0,7.0
497,622,7432,623.0,female,26.0,latino/hispanic american,3.0,3.0,business,25.0,25.0,25.0,12.0,3.0,10.0,7.0,9.0,6.0,8.0,4.0,8.0,1.0,4.0,10.0,8.0,7.0,10.0,5.0,7.0,9.0,1.0,9.0,7.0,5.0,1.0,7.0
498,623,7454,624.0,female,23.0,asian/pacific islander/asian-american,2.0,2.0,electrical engineering,20.0,10.0,10.0,30.0,15.0,15.0,8.0,4.0,10.0,8.0,8.0,6.0,5.0,5.0,7.0,8.0,10.0,10.0,3.0,9.0,8.0,5.0,9.0,9.0,10.0,7.0,8.0
499,646,7498,647.0,female,23.0,european/caucasian-american,1.0,1.0,mfa acting program,20.0,20.0,20.0,20.0,5.0,15.0,6.0,8.0,7.0,6.0,4.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,0.0,8.0,9.0,8.0,10.0,6.0,8.0,6.0,6.0
500,647,7520,648.0,female,23.0,european/caucasian-american,8.0,9.0,sociology,20.0,20.0,20.0,15.0,5.0,20.0,8.0,10.0,8.0,9.0,7.0,5.0,3.0,7.0,7.0,8.0,10.0,2.0,2.0,1.0,8.0,6.0,8.0,9.0,10.0,6.0,7.0
501,648,7542,649.0,female,23.0,european/caucasian-american,8.0,5.0,nonfiction writing,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,10.0,7.0,10.0,5.0,9.0
502,649,7564,650.0,female,27.0,asian/pacific islander/asian-american,9.0,3.0,biochemistry & molecular biophysics,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,4.0,9.0,9.0,9.0,3.0
503,650,7586,651.0,female,30.0,latino/hispanic american,1.0,1.0,acting,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,8.0,4.0,4.0,3.0,9.0
504,651,7608,652.0,female,23.0,european/caucasian-american,2.0,1.0,theater,20.0,25.0,25.0,30.0,5.0,5.0,6.0,9.0,8.0,8.0,7.0,4.0,2.0,5.0,8.0,6.0,7.0,5.0,5.0,9.0,9.0,8.0,8.0,6.0,8.0,9.0,4.0
505,652,7630,653.0,female,26.0,european/caucasian-american,8.0,9.0,education policy,40.0,5.0,30.0,15.0,5.0,5.0,8.0,10.0,9.0,9.0,10.0,9.0,5.0,9.0,5.0,8.0,7.0,7.0,2.0,3.0,9.0,4.0,8.0,7.0,8.0,2.0,2.0
506,653,7652,654.0,female,28.0,other,2.0,1.0,social work/sipa,25.0,15.0,25.0,15.0,10.0,10.0,8.0,9.0,7.0,8.0,5.0,4.0,6.0,8.0,8.0,10.0,8.0,5.0,2.0,9.0,10.0,8.0,8.0,5.0,5.0,8.0,2.0
507,654,7674,655.0,female,26.0,european/caucasian-american,3.0,1.0,social work,10.0,30.0,20.0,15.0,15.0,10.0,7.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,8.0,8.0,8.0,6.0,6.0
508,655,7696,656.0,female,22.0,european/caucasian-american,3.0,6.0,law,10.0,20.0,15.0,20.0,15.0,20.0,7.0,7.0,7.0,9.0,8.0,6.0,6.0,6.0,7.0,8.0,9.0,3.0,3.0,7.0,9.0,8.0,10.0,7.0,7.0,5.0,3.0
509,656,7718,657.0,female,27.0,asian/pacific islander/asian-american,3.0,2.0,education,10.0,25.0,20.0,20.0,5.0,20.0,6.0,9.0,8.0,9.0,6.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,7.0,8.0,9.0,3.0,1.0
510,657,7740,658.0,female,25.0,asian/pacific islander/asian-american,9.0,6.0,medicine,15.0,20.0,25.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,5.0,5.0,7.0,5.0
511,658,7762,659.0,female,24.0,european/caucasian-american,2.0,8.0,public health,10.0,15.0,30.0,20.0,15.0,10.0,6.0,10.0,8.0,10.0,9.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,10.0,7.0,8.0,8.0,1.0
512,659,7784,660.0,female,26.0,latino/hispanic american,5.0,2.0,social work,10.0,10.0,30.0,20.0,10.0,15.0,3.0,6.0,9.0,7.0,10.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,8.0,6.0,8.0,4.0,10.0
513,660,7806,661.0,female,24.0,other,5.0,5.0,social work,50.0,20.0,10.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,7.0,8.0,8.0,7.0,6.0
514,683,7850,684.0,female,22.0,asian/pacific islander/asian-american,4.0,1.0,engineering,10.0,25.0,25.0,10.0,10.0,20.0,6.0,10.0,9.0,7.0,5.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,4.0,4.0
515,684,7872,685.0,female,22.0,asian/pacific islander/asian-american,1.0,1.0,mechanical engineering,20.0,20.0,10.0,15.0,5.0,30.0,3.0,9.0,9.0,9.0,7.0,7.0,10.0,5.0,6.0,3.0,8.0,6.0,7.0,6.0,3.0,5.0,10.0,9.0,10.0,6.0,3.0
516,685,7894,686.0,male,25.0,asian/pacific islander/asian-american,5.0,1.0,electrical engineering,15.0,30.0,20.0,20.0,10.0,5.0,10.0,10.0,6.0,10.0,10.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,8.0,10.0,1.0,6.0
517,686,7916,687.0,male,26.0,asian/pacific islander/asian-american,8.0,3.0,electrical engineering,25.0,20.0,20.0,20.0,5.0,10.0,7.0,9.0,7.0,8.0,8.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,8.0,6.0,7.0,5.0,2.0
518,687,7938,688.0,male,26.0,european/caucasian-american,1.0,1.0,engineering,25.0,25.0,25.0,13.0,12.0,0.0,8.0,9.0,8.0,9.0,9.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,7.0,6.0,7.0,2.0,2.0
519,688,7960,689.0,male,24.0,other,1.0,1.0,electrical engineering,30.0,30.0,30.0,5.0,2.0,3.0,7.0,9.0,8.0,9.0,5.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,7.0,8.0,7.0,4.0,1.0
520,689,7982,690.0,male,23.0,european/caucasian-american,5.0,6.0,biochemistry,23.0,14.0,19.0,16.0,10.0,18.0,6.0,7.0,6.0,7.0,5.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,9.0,8.0,9.0,5.0,6.0
521,690,8004,691.0,male,29.0,european/caucasian-american,1.0,1.0,math,30.0,20.0,20.0,20.0,10.0,0.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,9.0,7.0,9.0,7.0,1.0
522,691,8026,692.0,male,22.0,asian/pacific islander/asian-american,7.0,1.0,electrical engineering,20.0,5.0,25.0,25.0,5.0,20.0,7.0,9.0,9.0,9.0,7.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,1.0
523,692,8048,693.0,male,32.0,european/caucasian-american,1.0,1.0,biomedical engineering,50.0,0.0,10.0,30.0,0.0,10.0,7.0,8.0,9.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,6.0,3.0,6.0,6.0,6.0
524,693,8070,694.0,male,22.0,european/caucasian-american,6.0,6.0,law,30.0,10.0,20.0,15.0,15.0,10.0,8.0,8.0,9.0,10.0,10.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,9.0,7.0,7.0,7.0,6.0
525,694,8092,695.0,male,24.0,european/caucasian-american,5.0,1.0,industrial engineering,20.0,15.0,20.0,20.0,15.0,10.0,5.0,7.0,6.0,5.0,7.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,6.0,3.0
526,695,8114,696.0,male,23.0,asian/pacific islander/asian-american,2.0,2.0,industrial engineering/operations research,40.0,30.0,0.0,20.0,0.0,10.0,8.0,9.0,9.0,9.0,8.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,10.0,10.0,9.0,9.0,3.0
527,696,8136,697.0,male,23.0,asian/pacific islander/asian-american,7.0,1.0,masters of industrial engineering,25.0,15.0,20.0,20.0,10.0,10.0,8.0,9.0,8.0,8.0,9.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,9.0,6.0
528,697,8158,698.0,male,24.0,asian/pacific islander/asian-american,9.0,6.0,electrical engineering,20.0,16.0,16.0,17.0,16.0,15.0,7.0,9.0,9.0,8.0,9.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0
529,698,8180,699.0,male,23.0,asian/pacific islander/asian-american,3.0,8.0,biomedical engineering,15.0,25.0,20.0,10.0,10.0,20.0,7.0,10.0,10.0,9.0,8.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,8.0,8.0,9.0,10.0,3.0
530,699,8202,700.0,male,24.0,european/caucasian-american,7.0,1.0,biomedical informatics,20.0,20.0,20.0,20.0,10.0,10.0,8.0,8.0,8.0,9.0,6.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,4.0,5.0,5.0,2.0,1.0
531,700,8224,701.0,male,30.0,european/caucasian-american,3.0,4.0,business,35.0,10.0,20.0,25.0,5.0,5.0,9.0,8.0,10.0,8.0,7.0,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,6.0,3.0,9.0,10.0,6.0
532,701,8246,702.0,male,30.0,european/caucasian-american,1.0,1.0,mba - private equity / real estate,25.0,20.0,20.0,20.0,0.0,15.0,7.0,9.0,8.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,8.0,9.0,9.0,6.0,5.0
533,702,8268,703.0,male,30.0,european/caucasian-american,8.0,8.0,business,40.0,10.0,20.0,10.0,0.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,6.0,7.0,10.0,4.0,1.0
534,703,8290,704.0,male,28.0,european/caucasian-american,2.0,3.0,general management/finance,20.0,20.0,20.0,20.0,0.0,20.0,7.0,10.0,8.0,9.0,9.0,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,10.0,10.0,8.0,2.0
535,704,8312,705.0,male,30.0,european/caucasian-american,5.0,6.0,mba,30.0,3.0,30.0,30.0,3.0,4.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,5.0,9.0,7.0,8.0,3.0,3.0,8.0,8.0,3.0,7.0,4.0,6.0,6.0,3.0
536,705,8334,706.0,male,27.0,black/african american,2.0,1.0,business,40.0,20.0,20.0,20.0,0.0,0.0,7.0,8.0,3.0,8.0,5.0,6.0,1.0,7.0,6.0,7.0,3.0,2.0,1.0,7.0,10.0,2.0,6.0,7.0,7.0,7.0,1.0
537,706,8356,707.0,male,25.0,european/caucasian-american,1.0,1.0,climate dynamics,70.0,0.0,15.0,15.0,0.0,0.0,8.0,7.0,6.0,7.0,7.0,8.0,2.0,5.0,10.0,10.0,10.0,7.0,1.0,9.0,8.0,3.0,9.0,10.0,10.0,7.0,3.0
